Country Name,3,value
Libya,1980,
St. Lucia,1980,170370370.4
Latin America & Caribbean,1980,782817000000.0
Least developed countries: UN classification,1980,113493000000.0
Low income,1980,84091807795.0
Liechtenstein,1980,534701915.6
Sri Lanka,1980,4024621900.0
Lower middle income,1980,710911000000.0
Low & middle income,1980,2442550000000.0
Lesotho,1980,431561376.5
Late-demographic dividend,1980,1333750000000.0
Lithuania,1980,
Luxembourg,1980,6019805490.0
Latvia,1980,
"Macao SAR, China",1980,
St. Martin (French part),1980,
Morocco,1980,21728770055.0
Monaco,1980,1378130996.0
Moldova,1980,
Madagascar,1980,5201818349.0
Maldives,1980,42463576.16
Middle East & North Africa,1980,597897000000.0
Mexico,1980,205139000000.0
Marshall Islands,1980,
Middle income,1980,2359820000000.0
North Macedonia,1980,
Mali,1980,1759691183.0
Malta,1980,1250242108.0
Myanmar,1980,1010596805.0
Middle East & North Africa (excluding high income),1980,273629000000.0
Montenegro,1980,
Mongolia,1980,
Northern Mariana Islands,1980,
Mozambique,1980,
Mauritania,1980,1047924649.0
Mauritius,1980,1131788192.0
Malawi,1980,1237655461.0
Malaysia,1980,24488033442.0
North America,1980,3131770000000.0
Namibia,1980,2422096075.0
New Caledonia,1980,1182463959.0
Niger,1980,2508524186.0
Nigeria,1980,64201788123.0
Nicaragua,1980,2189347368.0
Netherlands,1980,195152000000.0
Norway,1980,64439382896.0
Nepal,1980,1945916583.0
Nauru,1980,
New Zealand,1980,23244547385.0
OECD members,1980,8843230000000.0
Oman,1980,5981760278.0
Other small states,1980,37425640694.0
Pakistan,1980,23654444444.0
Panama,1980,4614086400.0
Peru,1980,18127754429.0
Philippines,1980,36848242784.0
Palau,1980,
Papua New Guinea,1980,2545983008.0
Poland,1980,
Pre-demographic dividend,1980,222690000000.0
Puerto Rico,1980,14436100000.0
"Korea, Dem. People's Rep.",1980,
Portugal,1980,32896519824.0
Paraguay,1980,4448087302.0
West Bank and Gaza,1980,
Pacific island small states,1980,1966034349.0
Post-demographic dividend,1980,8541370000000.0
French Polynesia,1980,1320416033.0
Qatar,1980,7829094613.0
Romania,1980,
Russian Federation,1980,
Rwanda,1980,1254765350.0
South Asia,1980,235962000000.0
Saudi Arabia,1980,164542000000.0
Sudan,1980,8951800000.0
Senegal,1980,4510107330.0
Singapore,1980,11896256783.0
Solomon Islands,1980,182852054.2
Sierra Leone,1980,1100685845.0
El Salvador,1980,3573959900.0
San Marino,1980,
Somalia,1980,603592656.8
Serbia,1980,
Sub-Saharan Africa (excluding high income),1980,280898000000.0
South Sudan,1980,
Sub-Saharan Africa,1980,281040000000.0
Small states,1980,52920809051.0
Sao Tome and Principe,1980,
Suriname,1980,795000000.0
Slovak Republic,1980,
Slovenia,1980,
Sweden,1980,142092000000.0
Eswatini,1980,542000513.6
Sint Maarten (Dutch part),1980,
Seychelles,1980,147357222.8
Syrian Arab Republic,1980,13062420382.0
Turks and Caicos Islands,1980,
Chad,1980,1033002402.0
East Asia & Pacific (IDA & IBRD countries),1980,377562000000.0
Europe & Central Asia (IDA & IBRD countries),1980,
Togo,1980,1136408814.0
Thailand,1980,32353440727.0
Tajikistan,1980,
Turkmenistan,1980,
Latin America & the Caribbean (IDA & IBRD countries),1980,742555000000.0
Timor-Leste,1980,
Middle East & North Africa (IDA & IBRD countries),1980,271187000000.0
Tonga,1980,53260077.43
South Asia (IDA & IBRD),1980,235962000000.0
Sub-Saharan Africa (IDA & IBRD countries),1980,281040000000.0
Trinidad and Tobago,1980,6235833333.0
Tunisia,1980,8744134354.0
Turkiye,1980,68823684211.0
Tuvalu,1980,
Tanzania,1980,
Uganda,1980,1244610000.0
Ukraine,1980,
Upper middle income,1980,1658120000000.0
Uruguay,1980,10163020116.0
United States,1980,2857310000000.0
Uzbekistan,1980,
St. Vincent and the Grenadines,1980,82340339.63
"Venezuela, RB",1980,59116511628.0
British Virgin Islands,1980,
Virgin Islands (U.S.),1980,
Vietnam,1980,
Vanuatu,1980,121185497.6
World,1980,11336600000000.0
Samoa,1980,
Kosovo,1980,
"Yemen, Rep.",1980,
South Africa,1980,89411894561.0
Zambia,1980,3829500000.0
Zimbabwe,1980,6678868200.0
Aruba,1981,
Africa Eastern and Southern,1981,174389000000.0
Afghanistan,1981,3478787909.0
Africa Western and Central,1981,211003000000.0
Angola,1981,5550483036.0
Albania,1981,
Andorra,1981,388958731.3
Arab World,1981,474023000000.0
United Arab Emirates,1981,49333424135.0
Argentina,1981,78676842367.0
Armenia,1981,
American Samoa,1981,
Antigua and Barbuda,1981,147841734.4
Australia,1981,176892000000.0
Austria,1981,71034228443.0
Azerbaijan,1981,
Burundi,1981,969046666.7
Belgium,1981,104730000000.0
Benin,1981,1291119965.0
Burkina Faso,1981,1775842026.0
Bangladesh,1981,20249694002.0
Bulgaria,1981,19870000000.0
Bahrain,1981,3467819149.0
"Bahamas, The",1981,1426500000.0
Bosnia and Herzegovina,1981,
Belarus,1981,
Belize,1981,196089854.7
Bermuda,1981,739100032.0
Bolivia,1981,5891606685.0
Brazil,1981,258015000000.0
Barbados,1981,1114204743.0
Brunei Darussalam,1981,4366213850.0
Bhutan,1981,139150441.3
Botswana,1981,1073861599.0
Central African Republic,1981,694803502.7
Canada,1981,306215000000.0
Central Europe and the Baltics,1981,
Switzerland,1981,112339000000.0
Channel Islands,1981,
Chile,1981,34509878044.0
China,1981,195866000000.0
Cote d'Ivoire,1981,8432588484.0
Cameroon,1981,6610937473.0
"Congo, Dem. Rep.",1981,12537821038.0
"Congo, Rep.",1981,1993512326.0
Colombia,1981,36388366869.0
Comoros,1981,196349967.7
Cabo Verde,1981,139468114.6
Costa Rica,1981,2623807074.0
Caribbean small states,1981,14890317368.0
Cuba,1981,20150254096.0
Curacao,1981,
Cayman Islands,1981,
Cyprus,1981,2087496374.0
Czechia,1981,
Germany,1981,800472000000.0
Djibouti,1981,
Dominica,1981,82107391.11
Denmark,1981,61877813965.0
Dominican Republic,1981,7561300000.0
Algeria,1981,44348672668.0
East Asia & Pacific (excluding high income),1981,403652000000.0
Early-demographic dividend,1981,1491260000000.0
East Asia & Pacific,1981,2001890000000.0
Europe & Central Asia (excluding high income),1981,
Europe & Central Asia,1981,4094300000000.0
Ecuador,1981,21810767209.0
"Egypt, Arab Rep.",1981,22136081081.0
Euro area,1981,2574380000000.0
Eritrea,1981,
Spain,1981,202808000000.0
Estonia,1981,
Ethiopia,1981,7324903188.0
European Union,1981,2879960000000.0
Fragile and conflict affected situations,1981,485929000000.0
Finland,1981,52448332874.0
Fiji,1981,1235665809.0
France,1981,615552000000.0
Faroe Islands,1981,
"Micronesia, Fed. Sts.",1981,
Gabon,1981,3862269127.0
United Kingdom,1981,540766000000.0
Georgia,1981,
Ghana,1981,4222441615.0
Gibraltar,1981,
Guinea,1981,
"Gambia, The",1981,218764445.8
Guinea-Bissau,1981,154731969.7
Equatorial Guinea,1981,36731422.85
Greece,1981,52346506765.0
Grenada,1981,115651918.9
Greenland,1981,435746974.8
Guatemala,1981,8607500300.0
Guam,1981,
Guyana,1981,570357107.1
High income,1981,9097110000000.0
"Hong Kong SAR, China",1981,31055409443.0
Honduras,1981,4043894879.0
Heavily indebted poor countries (HIPC),1981,107455000000.0
Croatia,1981,
Haiti,1981,1479400000.0
Hungary,1981,
IBRD only,1981,2536340000000.0
IDA & IBRD total,1981,2952590000000.0
IDA total,1981,397853000000.0
IDA blend,1981,243041000000.0
Indonesia,1981,85518233450.0
IDA only,1981,148536000000.0
Isle of Man,1981,
India,1981,193491000000.0
Not classified,1981,
Ireland,1981,20670190138.0
"Iran, Islamic Rep.",1981,100499000000.0
Iraq,1981,37823000000.0
Iceland,1981,3492997010.0
Israel,1981,
Italy,1981,430703000000.0
Jamaica,1981,2979061412.0
Jordan,1981,4384382567.0
Japan,1981,1218990000000.0
Kazakhstan,1981,
Kenya,1981,6854491454.0
Kyrgyz Republic,1981,
Cambodia,1981,
Kiribati,1981,43668122.27
St. Kitts and Nevis,1981,80888888.89
"Korea, Rep.",1981,72933350954.0
Kuwait,1981,25056672166.0
Latin America & Caribbean (excluding high income),1981,747512000000.0
Lao PDR,1981,
Lebanon,1981,
Liberia,1981,
Libya,1981,
St. Lucia,1981,194444444.4
Latin America & Caribbean,1981,894411000000.0
Least developed countries: UN classification,1981,113079000000.0
Low income,1981,86193582044.0
Liechtenstein,1981,511658690.6
Sri Lanka,1981,4415844156.0
Lower middle income,1981,855544000000.0
Low & middle income,1981,2742930000000.0
Lesotho,1981,434188034.2
Late-demographic dividend,1981,1399390000000.0
Lithuania,1981,
Luxembourg,1981,5053665797.0
Latvia,1981,
"Macao SAR, China",1981,
St. Martin (French part),1981,
Morocco,1981,17788171722.0
Monaco,1981,1205166025.0
Moldova,1981,
Madagascar,1981,4759333970.0
Maldives,1981,44781456.95
Middle East & North Africa,1981,619066000000.0
Mexico,1981,263959000000.0
Marshall Islands,1981,31020000.0
Middle income,1981,2658380000000.0
North Macedonia,1981,
Mali,1981,1538972427.0
Malta,1981,1243469361.0
Myanmar,1981,1064867669.0
Middle East & North Africa (excluding high income),1981,267035000000.0
Montenegro,1981,
Mongolia,1981,2310099100.0
Northern Mariana Islands,1981,
Mozambique,1981,
Mauritania,1981,1105495368.0
Mauritius,1981,1142393555.0
Malawi,1981,1237685692.0
Malaysia,1981,25004557094.0
North America,1981,3513990000000.0
Namibia,1981,2249854740.0
New Caledonia,1981,972564157.0
Niger,1981,2170893039.0
Nigeria,1981,164475000000.0
Nicaragua,1981,2448290110.0
Netherlands,1981,164134000000.0
Norway,1981,63596654761.0
Nepal,1981,2275583317.0
Nauru,1981,
New Zealand,1981,24417617184.0
OECD members,1981,9002280000000.0
Oman,1981,7259120151.0
Other small states,1981,37623574313.0
Pakistan,1981,28100606061.0
Panama,1981,5222421500.0
Peru,1981,21664528003.0
Philippines,1981,40499645207.0
Palau,1981,
Papua New Guinea,1981,2498068351.0
Poland,1981,
Pre-demographic dividend,1981,309540000000.0
Puerto Rico,1981,15955700000.0
"Korea, Dem. People's Rep.",1981,
Portugal,1981,31977276873.0
Paraguay,1981,5624515873.0
West Bank and Gaza,1981,
Pacific island small states,1981,2023851583.0
Post-demographic dividend,1981,8637930000000.0
French Polynesia,1981,1234743076.0
Qatar,1981,8661263764.0
Romania,1981,
Russian Federation,1981,
Rwanda,1981,1407062608.0
South Asia,1981,250139000000.0
Saudi Arabia,1981,184292000000.0
Sudan,1981,10016500000.0
Senegal,1981,4095892072.0
Singapore,1981,14175228844.0
Solomon Islands,1981,193750476.5
Sierra Leone,1981,1114830472.0
El Salvador,1981,3437200200.0
San Marino,1981,
Somalia,1981,699112266.8
Serbia,1981,
Sub-Saharan Africa (excluding high income),1981,387963000000.0
South Sudan,1981,
Sub-Saharan Africa,1981,388109000000.0
Small states,1981,54682380537.0
Sao Tome and Principe,1981,
Suriname,1981,889000000.0
Slovak Republic,1981,
Slovenia,1981,
Sweden,1981,129687000000.0
Eswatini,1981,570761166.8
Sint Maarten (Dutch part),1981,
Seychelles,1981,154902869.0
Syrian Arab Republic,1981,16758471338.0
Turks and Caicos Islands,1981,
Chad,1981,876937559.7
East Asia & Pacific (IDA & IBRD countries),1981,403047000000.0
Europe & Central Asia (IDA & IBRD countries),1981,
Togo,1981,962347001.0
Thailand,1981,34846107862.0
Tajikistan,1981,
Turkmenistan,1981,
Latin America & the Caribbean (IDA & IBRD countries),1981,851690000000.0
Timor-Leste,1981,
Middle East & North Africa (IDA & IBRD countries),1981,264652000000.0
Tonga,1981,62242013.33
South Asia (IDA & IBRD),1981,250139000000.0
Sub-Saharan Africa (IDA & IBRD countries),1981,388109000000.0
Trinidad and Tobago,1981,6992083333.0
Tunisia,1981,8428513568.0
Turkiye,1981,71040020140.0
Tuvalu,1981,
Tanzania,1981,
Uganda,1981,1337300000.0
Ukraine,1981,
Upper middle income,1981,1792580000000.0
Uruguay,1981,11048335541.0
United States,1981,3207040000000.0
Uzbekistan,1981,
St. Vincent and the Grenadines,1981,102086539.3
"Venezuela, RB",1981,66327441860.0
British Virgin Islands,1981,
Virgin Islands (U.S.),1981,
Vietnam,1981,
Vanuatu,1981,113781795.8
World,1981,11727600000000.0
Samoa,1981,
Kosovo,1981,
"Yemen, Rep.",1981,
South Africa,1981,93141478235.0
Zambia,1981,3872666667.0
Zimbabwe,1981,8011373800.0
Aruba,1982,
Africa Eastern and Southern,1982,167268000000.0
Afghanistan,1982,
Africa Western and Central,1982,187164000000.0
Angola,1982,5550483036.0
Albania,1982,
Andorra,1982,375895956.4
Arab World,1982,444130000000.0
United Arab Emirates,1982,46622718605.0
Argentina,1982,84307486837.0
Armenia,1982,
American Samoa,1982,
Antigua and Barbuda,1982,164369278.9
Australia,1982,194037000000.0
Austria,1982,71275287570.0
Azerbaijan,1982,
Burundi,1982,1013222222.0
Belgium,1982,92095926188.0
Benin,1982,1267778489.0
Burkina Faso,1982,1754449845.0
Bangladesh,1982,18525399202.0
Bulgaria,1982,19342000000.0
Bahrain,1982,3645744681.0
"Bahamas, The",1982,1578300000.0
Bosnia and Herzegovina,1982,
Belarus,1982,
Belize,1982,182206327.0
Bermuda,1982,785500032.0
Bolivia,1982,5594118407.0
Brazil,1982,271314000000.0
Barbados,1982,1163923830.0
Brunei Darussalam,1982,4264252336.0
Bhutan,1982,141366534.5
Botswana,1982,1014907255.0
Central African Republic,1982,748312283.7
Canada,1982,313507000000.0
Central Europe and the Baltics,1982,
Switzerland,1982,115140000000.0
Channel Islands,1982,
Chile,1982,25325893206.0
China,1982,205090000000.0
Cote d'Ivoire,1982,7567109767.0
Cameroon,1982,6611255018.0
"Congo, Dem. Rep.",1982,13651667371.0
"Congo, Rep.",1982,2160640567.0
Colombia,1982,38968039722.0
Comoros,1982,184008995.6
Cabo Verde,1982,140630758.6
Costa Rica,1982,2606621255.0
Caribbean small states,1982,16517827317.0
Cuba,1982,20953510235.0
Curacao,1982,
Cayman Islands,1982,
Cyprus,1982,2159242417.0
Czechia,1982,
Germany,1982,776576000000.0
Djibouti,1982,
Dominica,1982,89527576.67
Denmark,1982,60412844679.0
Dominican Republic,1982,8267400000.0
Algeria,1982,45207088716.0
East Asia & Pacific (excluding high income),1982,423792000000.0
Early-demographic dividend,1982,1419020000000.0
East Asia & Pacific,1982,1962330000000.0
Europe & Central Asia (excluding high income),1982,
Europe & Central Asia,1982,3945550000000.0
Ecuador,1982,19929853575.0
"Egypt, Arab Rep.",1982,27655172414.0
Euro area,1982,2492500000000.0
Eritrea,1982,
Spain,1982,195997000000.0
Estonia,1982,
Ethiopia,1982,7707678019.0
European Union,1982,2777350000000.0
Fragile and conflict affected situations,1982,465405000000.0
Finland,1982,52797582336.0
Fiji,1982,1194122694.0
France,1982,584878000000.0
Faroe Islands,1982,
"Micronesia, Fed. Sts.",1982,
Gabon,1982,3618007844.0
United Kingdom,1982,515049000000.0
Georgia,1982,
Ghana,1982,4035994398.0
Gibraltar,1982,
Guinea,1982,
"Gambia, The",1982,216051496.0
Guinea-Bissau,1982,165523634.5
Equatorial Guinea,1982,44294647.73
Greece,1982,54617989796.0
Grenada,1982,125435590.0
Greenland,1982,402405069.4
Guatemala,1982,8716999700.0
Guam,1982,
Guyana,1982,482000000.0
High income,1982,9012590000000.0
"Hong Kong SAR, China",1982,32291306282.0
Honduras,1982,4266503526.0
Heavily indebted poor countries (HIPC),1982,106755000000.0
Croatia,1982,
Haiti,1982,1474200000.0
Hungary,1982,
IBRD only,1982,2511080000000.0
IDA & IBRD total,1982,2900780000000.0
IDA total,1982,374525000000.0
IDA blend,1982,222135000000.0
Indonesia,1982,90158449307.0
IDA only,1982,147117000000.0
Isle of Man,1982,
India,1982,200715000000.0
Not classified,1982,
Ireland,1982,21474752962.0
"Iran, Islamic Rep.",1982,125949000000.0
Iraq,1982,42382333333.0
Iceland,1982,3206626645.0
Israel,1982,
Italy,1982,427273000000.0
Jamaica,1982,3293533288.0
Jordan,1982,4681134752.0
Japan,1982,1134520000000.0
Kazakhstan,1982,
Kenya,1982,6431579358.0
Kyrgyz Republic,1982,
Cambodia,1982,
Kiribati,1982,40572066.13
St. Kitts and Nevis,1982,86022222.22
"Korea, Rep.",1982,78358866335.0
Kuwait,1982,21577977770.0
Latin America & Caribbean (excluding high income),1982,689458000000.0
Lao PDR,1982,
Lebanon,1982,
Liberia,1982,
Libya,1982,
St. Lucia,1982,183333333.3
Latin America & Caribbean,1982,829143000000.0
Least developed countries: UN classification,1982,111787000000.0
Low income,1982,87775113342.0
Liechtenstein,1982,522090331.5
Sri Lanka,1982,4768765017.0
Lower middle income,1982,880945000000.0
Low & middle income,1982,2703820000000.0
Lesotho,1982,348746822.6
Late-demographic dividend,1982,1423390000000.0
Lithuania,1982,
Luxembourg,1982,4602316793.0
Latvia,1982,
"Macao SAR, China",1982,1142503775.0
St. Martin (French part),1982,
Morocco,1982,17692341358.0
Monaco,1982,1143229072.0
Moldova,1982,
Madagascar,1982,4784977349.0
Maldives,1982,47911119.78
Middle East & North Africa,1982,618154000000.0
Mexico,1982,184609000000.0
Marshall Islands,1982,34918000.0
Middle income,1982,2617470000000.0
North Macedonia,1982,
Mali,1982,1333754226.0
Malta,1982,1234518125.0
Myanmar,1982,1302701537.0
Middle East & North Africa (excluding high income),1982,306279000000.0
Montenegro,1982,
Mongolia,1982,2552401933.0
Northern Mariana Islands,1982,
Mozambique,1982,
Mauritania,1982,1108776010.0
Mauritius,1982,1078408830.0
Malawi,1982,1180104216.0
Malaysia,1982,26804401816.0
North America,1982,3658080000000.0
Namibia,1982,2118741469.0
New Caledonia,1982,904599871.5
Niger,1982,2017611927.0
Nigeria,1982,142769000000.0
Nicaragua,1982,2465165180.0
Netherlands,1982,158480000000.0
Norway,1982,62647195538.0
Nepal,1982,2395429852.0
Nauru,1982,
New Zealand,1982,24164603059.0
OECD members,1982,8867590000000.0
Oman,1982,7554719456.0
Other small states,1982,35586916141.0
Pakistan,1982,30725971564.0
Panama,1982,5769767900.0
Peru,1982,21781007709.0
Philippines,1982,42206011275.0
Palau,1982,
Papua New Guinea,1982,2368584970.0
Poland,1982,
Pre-demographic dividend,1982,289626000000.0
Puerto Rico,1982,16764200000.0
"Korea, Dem. People's Rep.",1982,
Portugal,1982,30527754793.0
Paraguay,1982,5419411765.0
West Bank and Gaza,1982,
Pacific island small states,1982,1974411410.0
Post-demographic dividend,1982,8600060000000.0
French Polynesia,1982,1235897960.0
Qatar,1982,7596703214.0
Romania,1982,
Russian Federation,1982,
Rwanda,1982,1407242640.0
South Asia,1982,258792000000.0
Saudi Arabia,1982,153239000000.0
Sudan,1982,8316000000.0
Senegal,1982,4013950869.0
Singapore,1982,16084252378.0
Solomon Islands,1982,192901942.9
Sierra Leone,1982,1295361886.0
El Salvador,1982,3399189100.0
San Marino,1982,
Somalia,1982,774419569.7
Serbia,1982,
Sub-Saharan Africa (excluding high income),1982,356520000000.0
South Sudan,1982,
Sub-Saharan Africa,1982,356659000000.0
Small states,1982,54421699624.0
Sao Tome and Principe,1982,
Suriname,1982,915000000.0
Slovak Republic,1982,
Slovenia,1982,
Sweden,1982,114381000000.0
Eswatini,1982,537575980.8
Sint Maarten (Dutch part),1982,
Seychelles,1982,147912069.8
Syrian Arab Republic,1982,17525605096.0
Turks and Caicos Islands,1982,
Chad,1982,834369860.4
East Asia & Pacific (IDA & IBRD countries),1982,423156000000.0
Europe & Central Asia (IDA & IBRD countries),1982,
Togo,1982,821651918.7
Thailand,1982,36589797857.0
Tajikistan,1982,
Turkmenistan,1982,
Latin America & the Caribbean (IDA & IBRD countries),1982,784906000000.0
Timor-Leste,1982,
Middle East & North Africa (IDA & IBRD countries),1982,303546000000.0
Tonga,1982,62068161.07
South Asia (IDA & IBRD),1982,258792000000.0
Sub-Saharan Africa (IDA & IBRD countries),1982,356659000000.0
Trinidad and Tobago,1982,8140416667.0
Tunisia,1982,8133401050.0
Turkiye,1982,64546332581.0
Tuvalu,1982,
Tanzania,1982,
Uganda,1982,2177500000.0
Ukraine,1982,
Upper middle income,1982,1711730000000.0
Uruguay,1982,9178802163.0
United States,1982,3343790000000.0
Uzbekistan,1982,
St. Vincent and the Grenadines,1982,113759203.3
"Venezuela, RB",1982,67736744186.0
British Virgin Islands,1982,
Virgin Islands (U.S.),1982,
Vietnam,1982,
Vanuatu,1982,114501912.5
World,1982,11609800000000.0
Samoa,1982,121221651.6
Kosovo,1982,
"Yemen, Rep.",1982,
South Africa,1982,85904070614.0
Zambia,1982,3994777778.0
Zimbabwe,1982,8539700700.0
Aruba,1983,
Africa Eastern and Southern,1983,174920000000.0
Afghanistan,1983,
Africa Western and Central,1983,138115000000.0
Angola,1983,5784341596.0
Albania,1983,
Andorra,1983,327861832.9
Arab World,1983,418462000000.0
United Arab Emirates,1983,42803323345.0
Argentina,1983,103979000000.0
Armenia,1983,
American Samoa,1983,
Antigua and Barbuda,1983,182144093.0
Australia,1983,177267000000.0
Austria,1983,72121016547.0
Azerbaijan,1983,
Burundi,1983,1082926304.0
Belgium,1983,87184239053.0
Benin,1983,1095348303.0
Burkina Faso,1983,1600278756.0
Bangladesh,1983,17609048822.0
Bulgaria,1983,16563666667.0
Bahrain,1983,3735106383.0
"Bahamas, The",1983,1732800000.0
Bosnia and Herzegovina,1983,
Belarus,1983,
Belize,1983,192103186.0
Bermuda,1983,889400000.0
Bolivia,1983,5422656266.0
Brazil,1983,189657000000.0
Barbados,1983,1236016507.0
Brunei Darussalam,1983,3844723142.0
Bhutan,1983,156687192.1
Botswana,1983,1172258182.0
Central African Republic,1983,658679394.9
Canada,1983,340548000000.0
Central Europe and the Baltics,1983,
Switzerland,1983,114731000000.0
Channel Islands,1983,
Chile,1983,20355959237.0
China,1983,230687000000.0
Cote d'Ivoire,1983,6838185419.0
Cameroon,1983,6870200659.0
"Congo, Dem. Rep.",1983,11006712650.0
"Congo, Rep.",1983,2097274290.0
Colombia,1983,38729822782.0
Comoros,1983,191621958.4
Cabo Verde,1983,138476239.4
Costa Rica,1983,3146770104.0
Caribbean small states,1983,16735576444.0
Cuba,1983,22204940512.0
Curacao,1983,
Cayman Islands,1983,
Cyprus,1983,2160364071.0
Czechia,1983,
Germany,1983,770684000000.0
Djibouti,1983,
Dominica,1983,98665191.48
Denmark,1983,60644782176.0
Dominican Republic,1983,9220600000.0
Algeria,1983,48801369800.0
East Asia & Pacific (excluding high income),1983,443948000000.0
Early-demographic dividend,1983,1429350000000.0
East Asia & Pacific,1983,2087910000000.0
Europe & Central Asia (excluding high income),1983,
Europe & Central Asia,1983,3827610000000.0
Ecuador,1983,17152483214.0
"Egypt, Arab Rep.",1983,30966239814.0
Euro area,1983,2431610000000.0
Eritrea,1983,
Spain,1983,170951000000.0
Estonia,1983,
Ethiopia,1983,8567890821.0
European Union,1983,2702050000000.0
Fragile and conflict affected situations,1983,396877000000.0
Finland,1983,50973526900.0
Fiji,1983,1123107276.0
France,1983,559869000000.0
Faroe Islands,1983,
"Micronesia, Fed. Sts.",1983,106500000.0
Gabon,1983,3391275731.0
United Kingdom,1983,489618000000.0
Georgia,1983,
Ghana,1983,4057275043.0
Gibraltar,1983,
Guinea,1983,
"Gambia, The",1983,213446562.6
Guinea-Bissau,1983,163577538.3
Equatorial Guinea,1983,44442456.95
Greece,1983,49428873839.0
Grenada,1983,131803552.2
Greenland,1983,416183706.9
Guatemala,1983,9050000400.0
Guam,1983,
Guyana,1983,489333333.3
High income,1983,9305580000000.0
"Hong Kong SAR, China",1983,29907091340.0
Honduras,1983,4476697185.0
Heavily indebted poor countries (HIPC),1983,102293000000.0
Croatia,1983,
Haiti,1983,1623600000.0
Hungary,1983,
IBRD only,1983,2472650000000.0
IDA & IBRD total,1983,2793110000000.0
IDA total,1983,314136000000.0
